gamma_l_mhz,noise_level,scope,scope_mode,window_mhz,resolve_shift,order,s0_power,s0_power_err,rungs_used,min_snr_over_rungs,status,note
0.3,0.002,rtm3004,hires,8,false,7,1.6550,0.3736,5,0.898,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,8,true,3,2.2564,0.6357,5,0.355,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,8,true,5,2.4234,0.2916,5,0.286,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,8,true,7,2.0112,0.4413,5,0.519,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,12,false,3,1.6024,0.3816,5,0.983,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,12,false,5,1.5480,0.3905,5,0.441,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,12,false,7,1.0162,0.5743,5,0.882,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,12,true,3,1.8964,0.2529,5,0.474,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,12,true,5,1.7988,0.3267,5,0.238,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,12,true,7,1.6740,0.2728,5,0.266,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,16,false,3,1.7049,0.2409,5,0.390,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,16,false,5,1.1505,0.5383,5,0.251,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,16,false,7,0.7561,0.4580,5,0.456,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,16,true,3,1.5272,0.4550,5,0.475,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,16,true,5,0.9303,0.3849,5,0.964,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.002,rtm3004,hires,16,true,7,0.8070,0.4968,5,0.375,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,3.25,false,3,2.8664,0.1123,5,0.094,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,3.25,false,5,2.1503,0.2620,5,0.416,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,3.25,false,7,2.5238,0.1213,5,0.127,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,3.25,true,3,1.9465,0.4124,5,0.813,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,3.25,true,5,1.8292,0.3698,5,0.729,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,3.25,true,7,1.6243,0.3748,5,0.950,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,4,false,3,2.2926,0.2197,5,0.324,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,4,false,5,1.8097,0.3293,5,0.900,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,4,false,7,1.7359,0.3534,5,0.893,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,4,true,3,1.8249,0.5630,5,0.619,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,4,true,5,1.8003,0.5656,5,0.553,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,4,true,7,1.6572,0.5135,5,0.776,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,6,false,3,2.1085,0.2559,5,0.347,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,6,false,5,2.1110,0.3612,5,0.219,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,6,false,7,2.8660,0.6714,5,0.017,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,6,true,3,2.0780,1.3434,5,0.027,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,6,true,5,1.6364,0.9396,5,0.135,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,6,true,7,1.6304,1.0453,5,0.078,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,8,false,3,1.8215,0.5769,5,0.281,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,8,false,5,1.5366,0.6027,5,0.255,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,8,false,7,1.1360,0.4093,5,0.869,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,8,true,3,1.8581,0.9108,5,0.105,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,8,true,5,1.8241,0.7262,5,0.144,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,8,true,7,1.7915,0.5196,5,0.188,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,12,false,3,0.7586,0.7105,5,0.680,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,12,false,5,0.5206,0.8431,5,0.172,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,12,false,7,0.6298,0.5251,5,0.437,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,12,true,3,1.6253,0.9095,5,0.098,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,12,true,5,0.4837,0.6242,5,0.425,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,12,true,7,0.4207,0.6519,5,0.217,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,16,false,3,0.8672,0.9758,5,0.125,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,16,false,5,0.7305,0.7264,5,0.197,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,16,false,7,-0.1315,1.3238,5,0.022,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,16,true,3,0.8474,0.2894,5,0.739,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,16,true,5,1.0166,1.0530,5,0.031,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,lecroy_ws3104z,raw,16,true,7,0.8143,0.9167,5,0.040,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,3.25,false,3,2.4301,0.6379,5,0.189,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,3.25,false,5,2.5761,0.5297,5,0.188,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,3.25,false,7,2.3662,0.3530,5,0.323,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,3.25,true,3,1.9346,0.4895,5,0.734,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,3.25,true,5,2.1787,0.7139,5,0.201,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,3.25,true,7,1.9050,0.5584,5,0.457,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,4,false,3,2.0355,0.2635,5,0.762,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,4,false,5,1.7785,0.3662,5,1.154,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,4,false,7,1.6637,0.4699,5,1.149,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,4,true,3,3.0804,0.0770,5,0.065,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,4,true,5,2.7554,0.0446,5,0.104,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,4,true,7,2.5901,0.0878,5,0.129,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,6,false,3,2.1414,0.6646,5,0.251,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,6,false,5,2.2000,0.4900,5,0.293,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,6,false,7,2.4409,1.4198,5,0.010,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,6,true,3,1.8661,0.3385,5,1.049,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,6,true,5,1.8508,0.2829,5,0.699,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,6,true,7,2.0061,0.2677,5,0.364,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,8,false,3,1.8349,0.3699,5,0.757,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,8,false,5,1.5803,0.5521,5,0.787,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,8,false,7,1.8085,0.5081,5,0.316,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,8,true,3,1.7477,0.3743,5,1.036,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,8,true,5,1.4523,0.4586,5,1.109,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,8,true,7,1.2919,0.4397,5,1.090,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,12,false,3,2.2653,0.1545,5,0.101,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,12,false,5,1.4456,0.1738,5,0.465,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,12,false,7,1.3426,0.2568,5,0.314,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,12,true,3,1.4338,0.4232,5,0.677,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,12,true,5,0.9168,0.7818,5,0.259,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,12,true,7,0.5478,1.0437,5,0.076,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,16,false,3,1.1322,0.8784,5,0.108,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,16,false,5,0.9144,0.6074,5,0.140,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,16,false,7,0.4411,0.4224,5,0.506,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,16,true,3,1.4809,0.4815,5,0.217,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,16,true,5,1.4317,0.3334,5,0.119,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,agilent_3054a,hires,16,true,7,1.9310,1.1698,5,0.005,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,3.25,false,3,1.7976,0.2895,5,0.965,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,3.25,false,5,1.7164,0.3046,5,0.973,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,3.25,false,7,1.7219,0.2783,5,0.845,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,3.25,true,3,2.4563,0.2142,5,0.194,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,3.25,true,5,2.1715,0.2763,5,0.331,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,3.25,true,7,2.2443,0.2693,5,0.255,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,4,false,3,1.9571,0.6426,5,0.431,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,4,false,5,1.9246,0.3962,5,0.839,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,4,false,7,2.1223,0.4853,5,0.380,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,4,true,3,1.5901,0.5471,5,1.235,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,4,true,5,1.6872,0.5331,5,0.883,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,4,true,7,1.7784,0.4655,5,0.882,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,6,false,3,2.2393,0.3515,5,0.530,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,6,false,5,2.5289,0.3714,5,0.221,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,6,false,7,1.9338,0.9973,5,0.079,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,6,true,3,2.3339,0.8022,5,0.124,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,6,true,5,2.6730,0.7935,5,0.059,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,6,true,7,1.8960,0.2789,5,0.567,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,8,false,3,2.6193,0.2589,5,0.106,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,8,false,5,2.2609,1.6776,5,0.011,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0.3,0.004,rtm3004,hires,8,false,7,1.5290,0.7215,5,0.433,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
